add_time,car_name,prod_id,prod_msale,prod_price,prod_rates,prod_store,prod_title,prod_url,score_list,shop_list,store_id,store_url
2019-10-30,比德文电动车,574669586153,月成交102笔,1899,评价605,比德文旗舰店,新国标电动车比德文电动车自行车成人48V电瓶车男女代步车助力车,https://detail.tmall.com/item.htm?id=574669586153&skuId=3760944884658&user_id=1973914101&cat_id=2&is_b=1&rn=1a515c78f3effd2ab2f3c21e9f102f88,"['描述4.8', '服务4.8', '物流4.8']","['证书编号：2019151119025178', '证书状态：有效', '产品名称：产品类别：电动自行车', '3C规格型号：电动自行车：TDT1719Z、TDT1719Z-1', '品牌:BYVIN/比德文', '型号:乐麦', '电池类型:铅酸电池', '产地:中国大陆', '适用性别:通用', '颜色分类:星空白国标车3C认证遥控防盗真空胎舒适减震45km珠光天蓝国标车3C认证遥控防盗真空胎舒适减震45km透明红国标车3C认证遥控防盗真空胎舒适减震45km油光黑国标车3C认证遥控防盗真空胎舒适减震45km奶白国标车3C认证遥控防盗真空胎舒适减震45km橙色国标车3C认证遥控防盗真空胎舒适减震45km', '车架材质:高碳钢', '同城服务:同城买家到店自提', '轮圈尺寸:14英寸', '电压:48V', '货号:TDT1719Z', '配置等级:标准型', '核载人数:2人', '款式:其他', '适用人群:成人', '是否商场同款:是', '最高时速:20km/h以下（含）', '整备质量:55kg']",1973914101,https://store.taobao.com/search.htm?user_number_id=1973914101&rn=1a515c78f3effd2ab2f3c21e9f102f88&keyword=比德文电动车
2019-10-30,比德文电动车,523047298986,月成交8笔,2499,评价202,比德文旗舰店,比德文男女士电动车双人电动自行车小型电瓶车成人助力代步车学生,https://detail.tmall.com/item.htm?id=523047298986&skuId=4239314802205&user_id=1973914101&cat_id=2&is_b=1&rn=1a515c78f3effd2ab2f3c21e9f102f88,"['描述4.8', '服务4.8', '物流4.8']","['证书编号：2019151119024012', '证书状态：有效', '产品名称：产品类别：电动自行车', '3C规格型号：电动自行车：TDT1614Z', '品牌:BYVIN/比德文', '型号:酷达', '电池类型:铅酸电池', '产地:中国大陆', '适用性别:通用', '颜色分类:蜂黄48V12A铅酸新国标3C认证电池可取定速巡航续航40km蓝色48V12A铅酸新国标3C认证电池可取定速巡航续航40km奶白48V12A铅酸新国标3C认证电池可取定速巡航续航40km咖啡48V12A铅酸新国标3C认证电池可取定速巡航续航40km透明红48V12A铅酸新国标3C认证电池可取定速巡航续航40km油光黑48V12A铅酸新国标3C认证电池可取定速巡航续航40km1', '车架材质:高碳钢', '同城服务:同城买家到店自提', '轮圈尺寸:14英寸', '电压:48V', '上市时间:其他', '货号:TDT1614Z', '配置等级:标准型', '核载人数:2人', '款式:其他', '适用人群:成人', '是否商场同款:是', '最高时速:20km/h以下（含）', '整备质量:54kg']",1973914101,https://store.taobao.com/search.htm?user_number_id=1973914101&rn=1a515c78f3effd2ab2f3c21e9f102f88&keyword=比德文电动车
2019-10-30,比德文电动车,599678597301,月成交7笔,4299,评价16,比德文旗舰店,比德文电瓶车锂电池电动车电动自行车魔王pro 可取充电TDT1819Z,https://detail.tmall.com/item.htm?id=599678597301&skuId=4208500145149&user_id=1973914101&cat_id=2&is_b=1&rn=1a515c78f3effd2ab2f3c21e9f102f88,"['描述4.8', '服务4.8', '物流4.8']","['证书编号：2019151119026381', '证书状态：有效', '产品名称：产品类别：电动自行车', '3C规格型号：电动自行车：TDT1819Z', '品牌:BYVIN/比德文', '型号:魔王pro', '电池类型:锂电池', '产地:中国大陆', '适用性别:通用', '颜色分类:马赫透明红48V20A锂电池350W电机马赫蓝48V20A锂电池350W电机冰晶绿48V20A锂电池350W电机星空白48V20A锂电池350W电机金橙48V20A锂电池350W电机油光黑48V20A锂电池350W电机', '车架材质:高碳钢', '轮圈尺寸:8英寸', '电压:48V', '上市时间:其他', '货号:TDT1819Z', '配置等级:标准型', '核载人数:2人', '款式:其他', '适用人群:成人', '是否商场同款:是', '最高时速:25km/h及以下', '整备质量:52kg']",1973914101,https://store.taobao.com/search.htm?user_number_id=1973914101&rn=1a515c78f3effd2ab2f3c21e9f102f88&keyword=比德文电动车
2019-10-30,比德文电动车,553433734715,月成交3笔,3399,评价86,比德文旗舰店,48V电动车比德文电动车自行车新国标长续航助力车成人电瓶车新款,https://detail.tmall.com/item.htm?id=553433734715&skuId=3813703350649&user_id=1973914101&cat_id=2&is_b=1&rn=1a515c78f3effd2ab2f3c21e9f102f88,"['描述4.8', '服务4.8', '物流4.8']","['证书编号：2018151119023052', '证书状态：有效', '产品名称：产品类别：电动自行车', '3C规格型号：电动自行车：TDT1715Z', '品牌:BYVIN/比德文', '型号:速越', '电池类型:铅酸电池', '产地:中国大陆', '适用性别:通用', '颜色分类:深空银48V20A铅酸铝合金车架定速巡航遥控防盗续航60km油光黑48V20A铅酸铝合金车架定速巡航遥控防盗续航60km柠檬黄48V20A铅酸铝合金车架定速巡航遥控防盗续航60km透明红48V20A铅酸铝合金车架定速巡航遥控防盗续航60km金橙48V20A铅酸铝合金车架定速巡航遥控防盗续航60km', '车架材质:铝合金', '同城服务:同城买家到店自提', '轮圈尺寸:14英寸', '电压:48V', '上市时间:其他', '货号:TDT1715Z', '配置等级:多功能型', '核载人数:2人', '款式:其他', '适用人群:成人', '是否商场同款:是', '最高时速:20km/h以下（含）', '整备质量:55kg']",1973914101,https://store.taobao.com/search.htm?user_number_id=1973914101&rn=1a515c78f3effd2ab2f3c21e9f102f88&keyword=比德文电动车
2019-10-30,比德文电动车,547472054026,月成交5笔,2599,评价284,比德文旗舰店,比德文新国标电动自行车迷你电动车小型电瓶车女士子母代步车可取,https://detail.tmall.com/item.htm?id=547472054026&skuId=4081323121164&user_id=1973914101&cat_id=2&is_b=1&rn=1a515c78f3effd2ab2f3c21e9f102f88,"['描述4.8', '服务4.8', '物流4.8']","['证书编号：2019151119025684', '证书状态：有效', '产品名称：产品类别：电动自行车', '3C规格型号：电动自行车：TDT1620Z', '品牌:BYVIN/比德文', '型号:乐豆', '电池类型:铅酸电池', '产地:中国大陆', '适用性别:男', '颜色分类:油光黑电池可取充电48V12A铅酸电池遥控防盗白色电池可取充电48V12A铅酸电池遥控防盗红色电池可取充电48V12A铅酸电池遥控防盗奶白电池可取充电48V12A铅酸电池遥控防盗橙色电池可取充电48V12A铅酸电池遥控防盗玫瑰金电池可取充电48V12A铅酸电池遥控防盗', '同城服务:同城买家到店自提', '轮圈尺寸:14英寸', '电压:48V', '上市时间:其他', '货号:TDT1602Z', '配置等级:迷你型', '核载人数:2人', '款式:折叠式', '适用人群:成人', '最高时速:25km/h及以下', '整备质量:45kg']",1973914101,https://store.taobao.com/search.htm?user_number_id=1973914101&rn=1a515c78f3effd2ab2f3c21e9f102f88&keyword=比德文电动车
2019-10-30,比德文电动车,572401540713,月成交2笔,2750,评价109,比德文旗舰店,比德文新国标电动车电动自行车锂电池成人电瓶车16寸男女式电动车,https://detail.tmall.com/item.htm?id=572401540713&skuId=4188572063669&user_id=1973914101&cat_id=2&is_b=1&rn=1a515c78f3effd2ab2f3c21e9f102f88,"['描述4.8', '服务4.8', '物流4.8']","['证书编号：2018151119022047', '证书状态：有效', '产品名称：产品类别：电动自行车', '3C规格型号：电动自行车：TDR6003Z', '品牌:BYVIN/比德文', '型号:智行', '电池类型:锂电池', '产地:中国大陆', '适用性别:通用', '颜色分类:油光黑国标版48v12a锂电池遥控报警续航45km蜂黄国标版48v12a锂电池遥控报警续航45km玫瑰金国标版48v12a锂电池遥控报警续航45km奶白国标车3C认证48v12a锂电池遥控报警续航45km珠光蓝国标版48v12a锂电池遥控报警续航45km透明红国标版48v12a锂电池遥控报警续航45km', '同城服务:同城买家到店自提', '轮圈尺寸:16英寸', '电压:48V', '上市时间:2018年夏季', '货号:TDR6003Z', '配置等级:标准型', '核载人数:2人', '款式:其他', '适用人群:成人', '是否商场同款:是', '最高时速:20km/h以下（含）']",1973914101,https://store.taobao.com/search.htm?user_number_id=1973914101&rn=1a515c78f3effd2ab2f3c21e9f102f88&keyword=比德文电动车
2019-10-30,比德文电动车,598576862719,月成交5笔,2799,评价22,比德文旗舰店,比德文电瓶车小型电动车锂电池电动自行车男女锂电车成人代步助力,https://detail.tmall.com/item.htm?id=598576862719&skuId=4339456814639&user_id=1973914101&cat_id=2&is_b=1&rn=1a515c78f3effd2ab2f3c21e9f102f88,"['描述4.8', '服务4.8', '物流4.8']","['证书编号：2019151119025685', '证书状态：有效', '产品名称：产品类别：电动自行车', '3C规格型号：电动自行车：TDT7007Z', '品牌:BYVIN/比德文', '型号:云米', '电池类型:锂电池', '产地:中国大陆', '适用性别:通用', '颜色分类:金属绿12A锂电可取充电电池4kg遥控防盗真空轮胎定速巡航油光黑12A锂电可取充电电池4kg遥控防盗真空轮胎定速巡航星空白12A锂电可取充电电池4kg遥控防盗真空轮胎定速巡航奶白12A锂电可取充电电池4kg遥控防盗真空轮胎定速巡航橙色12A锂电可取充电电池4kg遥控防盗真空轮胎定速巡航丝光蜜粉12A锂电可取充电电池4kg遥控防盗真空轮胎定速巡航透明红12A锂电可取充电电池4kg遥控防盗真空轮胎定速巡航', '车架材质:高碳钢', '轮圈尺寸:14英寸', '电压:48V', '货号:TDT7007Z', '配置等级:标准型', '核载人数:2人', '适用人群:成人', '最高时速:25km/h及以下', '整备质量:39kg']",1973914101,https://store.taobao.com/search.htm?user_number_id=1973914101&rn=1a515c78f3effd2ab2f3c21e9f102f88&keyword=比德文电动车
2019-10-30,比德文电动车,552389273344,月成交5笔,2299,评价1204,比德文旗舰店,比德文新国标电动车小型电瓶车48V电动自行车男女助力成人学生款,https://detail.tmall.com/item.htm?id=552389273344&skuId=3896678527680&user_id=1973914101&cat_id=2&is_b=1&rn=1a515c78f3effd2ab2f3c21e9f102f88,"['描述4.8', '服务4.8', '物流4.8']","['证书编号：2019151119023897', '证书状态：有效', '产品名称：产品类别：电动自行车', '3C规格型号：电动自行车：TDT1517Z', '品牌:BYVIN/比德文', '型号:乐尚GB', '电池类型:铅酸电池', '产地:中国大陆', '适用性别:通用', '颜色分类:电镀银新国标遥控防盗一键巡航尾灯真空胎续航40km钢琴黑新国标遥控防盗一键巡航尾灯真空胎续航40km玫瑰金新国标遥控防盗一键巡航尾灯真空胎续航40km奶白新国标遥控防盗一键巡航尾灯真空胎续航40km续航星空白新国标遥控防盗一键巡航尾灯真空胎续航40km透明红新国标遥控防盗一键巡航尾灯真空胎续航40km', '车架材质:高碳钢', '轮圈尺寸:14英寸', '电压:48V', '上市时间:2018年秋季', '货号:TDT1517Z', '配置等级:多功能型', '核载人数:2人', '款式:其他', '适用人群:成人', '最高时速:20km/h以下（含）', '整备质量:55kg']",1973914101,https://store.taobao.com/search.htm?user_number_id=1973914101&rn=1a515c78f3effd2ab2f3c21e9f102f88&keyword=比德文电动车
2019-10-30,比德文电动车,598165716612,月成交1笔,2299,评价5,比德文旗舰店,比德文电动车小型锂电成人电动自行车电瓶车代步车助力车学生男女,https://detail.tmall.com/item.htm?id=598165716612&skuId=4172522185796&user_id=1973914101&cat_id=2&is_b=1&rn=1a515c78f3effd2ab2f3c21e9f102f88,"['描述4.8', '服务4.8', '物流4.8']","['证书编号：2018151119022930', '证书状态：有效', '产品名称：产品类别：电动自行车', '3C规格型号：电动自行车：TDT6006Z', '品牌:BYVIN/比德文', '型号:羽Q', '电池类型:锂电池', '产地:中国大陆', '适用性别:通用', '颜色分类:蒂芙尼蓝48V12A锂电电池可取真空胎遥控防盗奶白48V12A锂电电池可取真空胎遥控防盗油光黑48V12A锂电电池可取真空胎遥控防盗阳光橙48V12A锂电电池可取真空胎遥控防盗透明红48V12A锂电电池可取真空胎遥控防盗金橙48V12A锂电电池可取真空胎遥控防盗', '车架材质:高碳钢', '轮圈尺寸:14英寸', '电压:48V', '货号:TDT6006Z/1', '配置等级:标准型', '核载人数:2人', '适用人群:成人', '是否商场同款:是', '最高时速:25km/h及以下', '整备质量:36kg']",1973914101,https://store.taobao.com/search.htm?user_number_id=1973914101&rn=1a515c78f3effd2ab2f3c21e9f102f88&keyword=比德文电动车
2019-10-30,比德文电动车,597092083258,月成交0笔,2899,评价1,比德文旗舰店,48V新国标电瓶车比德文电动车电动自行车小型男女代步车助力新款,https://detail.tmall.com/item.htm?id=597092083258&skuId=4148853452270&user_id=1973914101&cat_id=2&is_b=1&rn=1a515c78f3effd2ab2f3c21e9f102f88,"['描述4.8', '服务4.8', '物流4.8']","['证书编号：2018151119023051', '证书状态：有效', '产品名称：产品类别：电动自行车', '3C规格型号：电动自行车：TDT1612Z', '品牌:BYVIN/比德文', '型号:速达', '电池类型:铅酸电池', '产地:中国大陆', '适用性别:通用', '颜色分类:钢琴黑48V12A铅酸电池真空轮胎遥控防盗续航45km深空银48V12A铅酸电池真空轮胎遥控防盗续航45km星空白48V12A铅酸电池真空轮胎遥控防盗续航45km柠檬黄48V12A铅酸电池真空轮胎遥控防盗续航45km晶彩咖啡48V12A铅酸电池真空轮胎遥控防盗续航45km透明红48V12A铅酸电池真空轮胎遥控防盗续航45km', '车架材质:高碳钢', '轮圈尺寸:14英寸', '电压:48V', '上市时间:其他', '货号:TDT1612Z', '配置等级:其他', '核载人数:2人', '适用人群:成人', '最高时速:20km/h以下（含）', '整备质量:54kg']",1973914101,https://store.taobao.com/search.htm?user_number_id=1973914101&rn=1a515c78f3effd2ab2f3c21e9f102f88&keyword=比德文电动车
