add_date,auction_sku,avg_rate,cms_source,rate_content,rate_date,reserve_rice,shop_list,shop_title,store_name,topic
2019-10-18,电压:48V;颜色分类:米乐（油光雅黑）,4.8,天猫,很漂亮的小车子，比想象中要大，看着很踏实，安装很方便，电池链接线磕碰出了点问题，卖家也是很及时的给寄了一根线过来，大厂家值得信赖！,2019-10-15 17:51:14,3199.00,"['证书编号：2019011119160515', '证书状态：有效', '产品名称：电动自行车', '3C规格型号：TDTZD-404', '品牌:SUNRA/新日', '电池类型:铅酸电池', '产地:中国大陆', '适用性别:通用', '颜色分类:米乐（油光雅黑）米乐（珍珠白）', '轮圈尺寸:其他', '电压:48V', '上市时间:其他', '货号:TDTZD-404', '配置等级:标准型', '核载人数:单人', '款式:其他', '适用人群:成人', '最高时速:20km/h以下（含）']",新日新国标小型电动车电瓶车双人成年自行车代步踏板车女式助力车,新日电动车旗舰店,新日
2019-10-18,电压:48V;颜色分类:米乐（珍珠白）,4.8,天猫,本来应该不错的，但是就是运输过程中电线和电池盒撞坏了，还要自己找附近的店安装好，有点麻烦,2019-10-14 22:38:31,3199.00,"['证书编号：2019011119160515', '证书状态：有效', '产品名称：电动自行车', '3C规格型号：TDTZD-404', '品牌:SUNRA/新日', '电池类型:铅酸电池', '产地:中国大陆', '适用性别:通用', '颜色分类:米乐（油光雅黑）米乐（珍珠白）', '轮圈尺寸:其他', '电压:48V', '上市时间:其他', '货号:TDTZD-404', '配置等级:标准型', '核载人数:单人', '款式:其他', '适用人群:成人', '最高时速:20km/h以下（含）']",新日新国标小型电动车电瓶车双人成年自行车代步踏板车女式助力车,新日电动车旗舰店,新日
2019-10-18,电压:48V;颜色分类:米乐（幽情海蓝）,4.8,天猫,个人觉得性价比高，坐着也挺舒服的，质量质感都挺好的，适合新手,2019-10-06 09:31:20,3199.00,"['证书编号：2019011119160515', '证书状态：有效', '产品名称：电动自行车', '3C规格型号：TDTZD-404', '品牌:SUNRA/新日', '电池类型:铅酸电池', '产地:中国大陆', '适用性别:通用', '颜色分类:米乐（油光雅黑）米乐（珍珠白）', '轮圈尺寸:其他', '电压:48V', '上市时间:其他', '货号:TDTZD-404', '配置等级:标准型', '核载人数:单人', '款式:其他', '适用人群:成人', '最高时速:20km/h以下（含）']",新日新国标小型电动车电瓶车双人成年自行车代步踏板车女式助力车,新日电动车旗舰店,新日
2019-10-18,电压:48V;颜色分类:米乐（珍珠白）,4.8,天猫,爱了爱了爱了，特别可爱又便捷，质量也超好，太喜欢了，客服也很周到细致的讲解,2019-10-07 14:44:52,3199.00,"['证书编号：2019011119160515', '证书状态：有效', '产品名称：电动自行车', '3C规格型号：TDTZD-404', '品牌:SUNRA/新日', '电池类型:铅酸电池', '产地:中国大陆', '适用性别:通用', '颜色分类:米乐（油光雅黑）米乐（珍珠白）', '轮圈尺寸:其他', '电压:48V', '上市时间:其他', '货号:TDTZD-404', '配置等级:标准型', '核载人数:单人', '款式:其他', '适用人群:成人', '最高时速:20km/h以下（含）']",新日新国标小型电动车电瓶车双人成年自行车代步踏板车女式助力车,新日电动车旗舰店,新日
2019-10-18,电压:48V;颜色分类:米乐（油光雅黑）,4.8,天猫,物流速度还可以，车子很小巧好看，满意！,2019-10-04 15:36:01,3199.00,"['证书编号：2019011119160515', '证书状态：有效', '产品名称：电动自行车', '3C规格型号：TDTZD-404', '品牌:SUNRA/新日', '电池类型:铅酸电池', '产地:中国大陆', '适用性别:通用', '颜色分类:米乐（油光雅黑）米乐（珍珠白）', '轮圈尺寸:其他', '电压:48V', '上市时间:其他', '货号:TDTZD-404', '配置等级:标准型', '核载人数:单人', '款式:其他', '适用人群:成人', '最高时速:20km/h以下（含）']",新日新国标小型电动车电瓶车双人成年自行车代步踏板车女式助力车,新日电动车旗舰店,新日
2019-10-18,电压:48V;颜色分类:米乐（油光雅黑）,4.8,天猫,减震效果：避震效果好 商品品质：大牌厂家质量可靠 安装方便：安装方便,2019-10-02 10:05:45,3199.00,"['证书编号：2019011119160515', '证书状态：有效', '产品名称：电动自行车', '3C规格型号：TDTZD-404', '品牌:SUNRA/新日', '电池类型:铅酸电池', '产地:中国大陆', '适用性别:通用', '颜色分类:米乐（油光雅黑）米乐（珍珠白）', '轮圈尺寸:其他', '电压:48V', '上市时间:其他', '货号:TDTZD-404', '配置等级:标准型', '核载人数:单人', '款式:其他', '适用人群:成人', '最高时速:20km/h以下（含）']",新日新国标小型电动车电瓶车双人成年自行车代步踏板车女式助力车,新日电动车旗舰店,新日
2019-10-18,电压:48V;颜色分类:米乐（油光雅黑）,4.8,天猫,减震效果：安装非常方便，按个车把基本就完了，座椅也很舒服，总体性价比很高,2019-09-23 16:53:04,3199.00,"['证书编号：2019011119160515', '证书状态：有效', '产品名称：电动自行车', '3C规格型号：TDTZD-404', '品牌:SUNRA/新日', '电池类型:铅酸电池', '产地:中国大陆', '适用性别:通用', '颜色分类:米乐（油光雅黑）米乐（珍珠白）', '轮圈尺寸:其他', '电压:48V', '上市时间:其他', '货号:TDTZD-404', '配置等级:标准型', '核载人数:单人', '款式:其他', '适用人群:成人', '最高时速:20km/h以下（含）']",新日新国标小型电动车电瓶车双人成年自行车代步踏板车女式助力车,新日电动车旗舰店,新日
2019-10-18,电压:48V;颜色分类:米乐（珍珠白）,4.8,天猫,安装方便：挺方便， 减震效果：比哪些共享电单车好多了 商品品质：目前还行 电池续航：可以,2019-09-18 19:47:42,3199.00,"['证书编号：2019011119160515', '证书状态：有效', '产品名称：电动自行车', '3C规格型号：TDTZD-404', '品牌:SUNRA/新日', '电池类型:铅酸电池', '产地:中国大陆', '适用性别:通用', '颜色分类:米乐（油光雅黑）米乐（珍珠白）', '轮圈尺寸:其他', '电压:48V', '上市时间:其他', '货号:TDTZD-404', '配置等级:标准型', '核载人数:单人', '款式:其他', '适用人群:成人', '最高时速:20km/h以下（含）']",新日新国标小型电动车电瓶车双人成年自行车代步踏板车女式助力车,新日电动车旗舰店,新日
2019-10-18,电压:48V;颜色分类:米乐（油光雅黑）,4.8,天猫,减震效果：偏硬！ 安装方便：安装简单方便。 电池续航：40公里左右，跟卖家描述的差不多。,2019-09-24 11:34:32,3199.00,"['证书编号：2019011119160515', '证书状态：有效', '产品名称：电动自行车', '3C规格型号：TDTZD-404', '品牌:SUNRA/新日', '电池类型:铅酸电池', '产地:中国大陆', '适用性别:通用', '颜色分类:米乐（油光雅黑）米乐（珍珠白）', '轮圈尺寸:其他', '电压:48V', '上市时间:其他', '货号:TDTZD-404', '配置等级:标准型', '核载人数:单人', '款式:其他', '适用人群:成人', '最高时速:20km/h以下（含）']",新日新国标小型电动车电瓶车双人成年自行车代步踏板车女式助力车,新日电动车旗舰店,新日
2019-10-18,电压:48V;颜色分类:米乐（幽情海蓝）,4.8,天猫,车子收到了，动动很好哦，外观漂亮，主要是活动价很给力。,2019-09-17 12:23:53,3199.00,"['证书编号：2019011119160515', '证书状态：有效', '产品名称：电动自行车', '3C规格型号：TDTZD-404', '品牌:SUNRA/新日', '电池类型:铅酸电池', '产地:中国大陆', '适用性别:通用', '颜色分类:米乐（油光雅黑）米乐（珍珠白）', '轮圈尺寸:其他', '电压:48V', '上市时间:其他', '货号:TDTZD-404', '配置等级:标准型', '核载人数:单人', '款式:其他', '适用人群:成人', '最高时速:20km/h以下（含）']",新日新国标小型电动车电瓶车双人成年自行车代步踏板车女式助力车,新日电动车旗舰店,新日
